Count,URL
7,https://parallel.life/cards/7
8,https://parallel.life/cards/8
9,https://parallel.life/cards/9
10,https://parallel.life/cards/10
11,https://parallel.life/cards/11
12,https://parallel.life/cards/12
13,https://parallel.life/cards/13
14,https://parallel.life/cards/14
15,https://parallel.life/cards/15
16,https://parallel.life/cards/16
17,https://parallel.life/cards/17
18,https://parallel.life/cards/18
19,https://parallel.life/cards/19
20,https://parallel.life/cards/20
27,https://parallel.life/cards/27
28,https://parallel.life/cards/28
29,https://parallel.life/cards/29
30,https://parallel.life/cards/30
31,https://parallel.life/cards/31
33,https://parallel.life/cards/33
34,https://parallel.life/cards/34
35,https://parallel.life/cards/35
36,https://parallel.life/cards/36
37,https://parallel.life/cards/37
38,https://parallel.life/cards/38
39,https://parallel.life/cards/39
40,https://parallel.life/cards/40
41,https://parallel.life/cards/41
42,https://parallel.life/cards/42
45,https://parallel.life/cards/45
46,https://parallel.life/cards/46
47,https://parallel.life/cards/47
48,https://parallel.life/cards/48
49,https://parallel.life/cards/49
50,https://parallel.life/cards/50
51,https://parallel.life/cards/51
52,https://parallel.life/cards/52
54,https://parallel.life/cards/54
55,https://parallel.life/cards/55
56,https://parallel.life/cards/56
57,https://parallel.life/cards/57
58,https://parallel.life/cards/58
59,https://parallel.life/cards/59
60,https://parallel.life/cards/60
61,https://parallel.life/cards/61
62,https://parallel.life/cards/62
63,https://parallel.life/cards/63
64,https://parallel.life/cards/64
65,https://parallel.life/cards/65
66,https://parallel.life/cards/66
67,https://parallel.life/cards/67
68,https://parallel.life/cards/68
69,https://parallel.life/cards/69
70,https://parallel.life/cards/70
72,https://parallel.life/cards/72
73,https://parallel.life/cards/73
74,https://parallel.life/cards/74
76,https://parallel.life/cards/76
78,https://parallel.life/cards/78
79,https://parallel.life/cards/79
80,https://parallel.life/cards/80
81,https://parallel.life/cards/81
82,https://parallel.life/cards/82
85,https://parallel.life/cards/85
86,https://parallel.life/cards/86
87,https://parallel.life/cards/87
88,https://parallel.life/cards/88
0,https://parallel.life/cards/10101
3,https://parallel.life/cards/10104
4,https://parallel.life/cards/10105
5,https://parallel.life/cards/10106
6,https://parallel.life/cards/10107
7,https://parallel.life/cards/10108
8,https://parallel.life/cards/10109
9,https://parallel.life/cards/10110
10,https://parallel.life/cards/10111
11,https://parallel.life/cards/10112
12,https://parallel.life/cards/10113
13,https://parallel.life/cards/10114
14,https://parallel.life/cards/10115
15,https://parallel.life/cards/10116
16,https://parallel.life/cards/10117
18,https://parallel.life/cards/10119
19,https://parallel.life/cards/10120
20,https://parallel.life/cards/10121
23,https://parallel.life/cards/10124
24,https://parallel.life/cards/10125
25,https://parallel.life/cards/10126
26,https://parallel.life/cards/10127
31,https://parallel.life/cards/10132
32,https://parallel.life/cards/10133
33,https://parallel.life/cards/10134
34,https://parallel.life/cards/10135
35,https://parallel.life/cards/10136
36,https://parallel.life/cards/10137
37,https://parallel.life/cards/10138
38,https://parallel.life/cards/10139
39,https://parallel.life/cards/10140
40,https://parallel.life/cards/10141
41,https://parallel.life/cards/10142
42,https://parallel.life/cards/10143
43,https://parallel.life/cards/10144
44,https://parallel.life/cards/10145
49,https://parallel.life/cards/10150
50,https://parallel.life/cards/10151
51,https://parallel.life/cards/10152
52,https://parallel.life/cards/10153
53,https://parallel.life/cards/10154
55,https://parallel.life/cards/10156
56,https://parallel.life/cards/10157
57,https://parallel.life/cards/10158
58,https://parallel.life/cards/10159
59,https://parallel.life/cards/10160
60,https://parallel.life/cards/10161
61,https://parallel.life/cards/10162
64,https://parallel.life/cards/10165
67,https://parallel.life/cards/10168
68,https://parallel.life/cards/10169
69,https://parallel.life/cards/10170
70,https://parallel.life/cards/10171
71,https://parallel.life/cards/10172
72,https://parallel.life/cards/10173
